date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:17:41	12536/12536	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:31%20GMT	https://appilix.com/features	D:/website/APPLIX/appilix.com/features.html	(from https://appilix.com/)
23:17:41	16781/16781	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:31%20GMT	https://appilix.com/pricing	D:/website/APPLIX/appilix.com/pricing.html	(from https://appilix.com/)
23:17:42	10269/10269	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:32%20GMT	https://appilix.com/contact-us	D:/website/APPLIX/appilix.com/contact-us.html	(from https://appilix.com/)
23:17:42	298/298	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2017:47:32%20GMT	https://appilix.com/account	D:/website/APPLIX/appilix.com/account	(from https://appilix.com/)
23:17:42	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:32%20GMT	https://appilix.com/account/	D:/website/APPLIX/appilix.com/account/index.html	(from https://appilix.com/)
23:17:42	83416/83416	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22145d8-5fafe5eff9a80%22	https://appilix.com/styles/images/banner.svg	D:/website/APPLIX/appilix.com/styles/images/banner.svg	(from https://appilix.com/)
23:17:43	65454/65454	---M--	200	added ('OK')	image/jpeg	etag:%22ffae-6060fdadc87e6%22	https://appilix.com/styles/images/appilix_mockup_1_landscape.jpg	D:/website/APPLIX/appilix.com/styles/images/appilix_mockup_1_landscape.jpg	(from https://appilix.com/)
23:17:43	80676/80676	---M--	200	added ('OK')	image/jpeg	etag:%2213b24-60ac494587a96%22	https://appilix.com/styles/images/appilix_mockup_1.jpg	D:/website/APPLIX/appilix.com/styles/images/appilix_mockup_1.jpg	(from https://appilix.com/)
23:17:43	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:33%20GMT	https://appilix.com/account/new-app	D:/website/APPLIX/appilix.com/account/new-app	(from https://appilix.com/)
23:17:44	7509/7509	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:34%20GMT	https://appilix.com/account/login	D:/website/APPLIX/appilix.com/account/login.html	(from https://appilix.com/)
23:17:44	115692/115692	---M--	200	added ('OK')	image/png	etag:%221c3ec-5fe84f28cb880%22	https://appilix.com/styles/images/three_steps_1.png	D:/website/APPLIX/appilix.com/styles/images/three_steps_1.png	(from https://appilix.com/)
23:17:44	52900/52900	---M--	200	added ('OK')	image/png	etag:%22cea4-5fe84f2e84600%22	https://appilix.com/styles/images/three_steps_2.png	D:/website/APPLIX/appilix.com/styles/images/three_steps_2.png	(from https://appilix.com/)
23:17:44	91753/91753	---M--	200	added ('OK')	image/png	etag:%2216669-5fe84f3254f00%22	https://appilix.com/styles/images/three_steps_3.png	D:/website/APPLIX/appilix.com/styles/images/three_steps_3.png	(from https://appilix.com/)
23:17:44	2790/2790	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ae6-6060fdaca097a%22	https://appilix.com/styles/images/try_it_strength_1.svg	D:/website/APPLIX/appilix.com/styles/images/try_it_strength_1.svg	(from https://appilix.com/)
23:17:45	1773/1773	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226ed-6060fdacf493d%22	https://appilix.com/styles/images/try_it_strength_2.svg	D:/website/APPLIX/appilix.com/styles/images/try_it_strength_2.svg	(from https://appilix.com/)
23:17:45	3246/3246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cae-6060fdad4b7e1%22	https://appilix.com/styles/images/try_it_strength_3.svg	D:/website/APPLIX/appilix.com/styles/images/try_it_strength_3.svg	(from https://appilix.com/)
23:17:45	14536/14536	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:35%20GMT	https://appilix.com/privacy-policy	D:/website/APPLIX/appilix.com/privacy-policy.html	(from https://appilix.com/)
23:17:46	10276/10276	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:36%20GMT	https://appilix.com/refund-policy	D:/website/APPLIX/appilix.com/refund-policy.html	(from https://appilix.com/)
23:17:46	21942/21942	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:36%20GMT	https://appilix.com/terms-conditions	D:/website/APPLIX/appilix.com/terms-conditions.html	(from https://appilix.com/)
23:17:46	11482/11482	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:36%20GMT	https://appilix.com/faq	D:/website/APPLIX/appilix.com/faq.html	(from https://appilix.com/)
23:17:47	23103/23103	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:37%20GMT	https://appilix.com/changelogs	D:/website/APPLIX/appilix.com/changelogs.html	(from https://appilix.com/)
23:17:47	19657/19657	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:37%20GMT	https://appilix.com/web-to-app	D:/website/APPLIX/appilix.com/web-to-app.html	(from https://appilix.com/)
23:17:47	21839/21839	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:37%20GMT	https://appilix.com/wordpress-to-app	D:/website/APPLIX/appilix.com/wordpress-to-app.html	(from https://appilix.com/)
23:17:47	86923/86923	---MCZ	200	added ('OK')	text/javascript	etag:W/%221538f-5db4e1fbd8780-gzip%22	https://appilix.com/styles/js/jquery.js?v=1.7.4	D:/website/APPLIX/appilix.com/styles/js/jqueryffd6.js	(from https://appilix.com/)
23:17:48	95381/95381	---MCZ	200	added ('OK')	text/javascript	etag:W/%222443d-5e708fce25800-gzip%22	https://appilix.com/styles/js/bootstrap.js?v=1.7.4	D:/website/APPLIX/appilix.com/styles/js/bootstrapffd6.js	(from https://appilix.com/)
23:17:48	20215/20215	---MCZ	200	added ('OK')	text/javascript	etag:W/%224efb-5db4e1fbd8780-gzip%22	https://appilix.com/styles/js/magnific-popup.js?v=1.7.4	D:/website/APPLIX/appilix.com/styles/js/magnific-popupffd6.js	(from https://appilix.com/)
23:17:48	5415/5415	---MCZ	200	added ('OK')	text/javascript	etag:W/%221d77-60ac495ac1419-gzip%22	https://appilix.com/styles/js/theme.js?v=1.7.4	D:/website/APPLIX/appilix.com/styles/js/themeffd6.js	(from https://appilix.com/)
23:17:49	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2221676-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.eot	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:49	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2221676-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.eot?	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400d41d.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:50	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%221327c-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.woff2	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400.woff2	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:50	92136/92136	---M--	200	added ('OK')	font/woff	etag:%22167e8-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.woff	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400.woff	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:51	136516/136516	---MCZ	200	added ('OK')	font/ttf	etag:W/%2221544-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.ttf	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400.ttf	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:51	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b6819-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-brands-400.svg	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-brands-400.svg	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:52	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.eot	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:52	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22862e-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.eot?	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400d41d.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:52	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%2234ec-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.woff2	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400.woff2	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:52	16772/16772	---M--	200	added ('OK')	font/woff	etag:%224184-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.woff	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400.woff	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:53	34052/34052	---MCZ	200	added ('OK')	font/ttf	etag:W/%228504-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.ttf	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400.ttf	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:53	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222354a-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-regular-400.svg	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-regular-400.svg	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:54	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223200e-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.eot	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:54	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223200e-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.eot?	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900d41d.eot	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:55	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%22139ac-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.woff2	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900.woff2	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:55	104280/104280	---M--	200	added ('OK')	font/woff	etag:%2219758-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.woff	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900.woff	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:56	204528/204528	---MCZ	200	added ('OK')	font/ttf	etag:W/%2231ef0-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.ttf	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900.ttf	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:56	917575/917575	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e0047-5db4e1fbd8780%22	https://appilix.com/styles/fonts/fontawesome/fa-solid-900.svg	D:/website/APPLIX/appilix.com/styles/fonts/fontawesome/fa-solid-900.svg	(from https://appilix.com/styles/css/fontawesome.css?v=1.7.4)
23:17:56	1088/1088	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22440-6118913c3d213%22	https://appilix.com/styles/images/appilix_platform_types_action.svg	D:/website/APPLIX/appilix.com/styles/images/appilix_platform_types_action.svg	(from https://appilix.com/styles/css/theme.css?v=1.7.4)
23:17:56	412/412	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219c-6118913c87593%22	https://appilix.com/styles/images/appilix_platform_types_tick.svg	D:/website/APPLIX/appilix.com/styles/images/appilix_platform_types_tick.svg	(from https://appilix.com/styles/css/theme.css?v=1.7.4)
23:17:57	1015/1015	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223f7-5fd976b525480%22	https://appilix.com/styles/images/account/google_sign_in_logo.svg	D:/website/APPLIX/appilix.com/styles/images/account/google_sign_in_logo.svg	(from https://appilix.com/styles/css/theme.css?v=1.7.4)
23:17:57	2337/2337	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22921-5fb11cc0d6900%22	https://appilix.com/styles/images/pricing_strength_1.svg	D:/website/APPLIX/appilix.com/styles/images/pricing_strength_1.svg	(from https://appilix.com/pricing)
23:17:57	3440/3440	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d70-5fb11cecb5080%22	https://appilix.com/styles/images/pricing_strength_2.svg	D:/website/APPLIX/appilix.com/styles/images/pricing_strength_2.svg	(from https://appilix.com/pricing)
23:17:58	3246/3246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cae-5fb11d0580b00%22	https://appilix.com/styles/images/pricing_strength_3.svg	D:/website/APPLIX/appilix.com/styles/images/pricing_strength_3.svg	(from https://appilix.com/pricing)
23:17:58	4713/4713	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:48%20GMT	https://appilix.com/cdn-cgi/l/email-protection	D:/website/APPLIX/appilix.com/cdn-cgi/l/email-protection.html	(from https://appilix.com/pricing)
23:17:58	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cf73c3-4d7%22	https://appilix.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/website/APPLIX/appilix.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://appilix.com/pricing)
23:17:59	7156/7156	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:49%20GMT	https://appilix.com/account/recover	D:/website/APPLIX/appilix.com/account/recover.html	(from https://appilix.com/account/login)
23:17:59	7362/7362	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2017:47:49%20GMT	https://appilix.com/account/register	D:/website/APPLIX/appilix.com/account/register.html	(from https://appilix.com/account/login)
23:17:59	274/274	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:49%20GMT	https://appilix.com/terms-and-conditions	D:/website/APPLIX/appilix.com/terms-and-conditions	(from https://appilix.com/refund-policy)
23:18:00	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:50%20GMT	https://appilix.com/404.html	D:/website/APPLIX/appilix.com/404.html	(from https://appilix.com/refund-policy)
23:18:00	274/274	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:50%20GMT	https://appilix.com/terms-and-conditions	D:/website/APPLIX/appilix.com/terms-and-conditions	(from https://appilix.com/faq)
23:18:00	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2024%20Feb%202024%2017:47:50%20GMT	https://appilix.com/404.html	D:/website/APPLIX/appilix.com/404.html	(from https://appilix.com/faq)
23:18:01	59785/59785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e989-6008baadc3c71%22	https://appilix.com/styles/images/webtoapp.svg	D:/website/APPLIX/appilix.com/styles/images/webtoapp.svg	(from https://appilix.com/web-to-app)
23:18:01	4969/4969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221369-610fc23e7c874%22	https://appilix.com/styles/images/why_best_1.svg	D:/website/APPLIX/appilix.com/styles/images/why_best_1.svg	(from https://appilix.com/web-to-app)
23:18:02	1745/1745	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d1-610fc23ec5c54%22	https://appilix.com/styles/images/why_best_2.svg	D:/website/APPLIX/appilix.com/styles/images/why_best_2.svg	(from https://appilix.com/web-to-app)
23:18:02	1802/1802	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2270a-610fc23f0ffd4%22	https://appilix.com/styles/images/why_best_3.svg	D:/website/APPLIX/appilix.com/styles/images/why_best_3.svg	(from https://appilix.com/web-to-app)
23:18:02	980/980	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223d4-610fc23f58414%22	https://appilix.com/styles/images/why_best_4.svg	D:/website/APPLIX/appilix.com/styles/images/why_best_4.svg	(from https://appilix.com/web-to-app)
23:18:03	63297/63297	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f741-6118913d6fc53%22	https://appilix.com/styles/images/wordpresstoapp.svg	D:/website/APPLIX/appilix.com/styles/images/wordpresstoapp.svg	(from https://appilix.com/wordpress-to-app)
23:18:04	109417/109417	---M--	200	added ('OK')	image/png	etag:%221ab69-6118913d23993%22	https://appilix.com/styles/images/appilix_platform_types.png	D:/website/APPLIX/appilix.com/styles/images/appilix_platform_types.png	(from https://appilix.com/wordpress-to-app)
23:18:05	850/850	---MC-	200	added ('OK')	text/javascript	date:Sat,%2024%20Feb%202024%2017:47:54%20GMT	https://www.google.com/recaptcha/api.js	D:/website/APPLIX/www.google.com/recaptcha/api.js	(from https://appilix.com/account/recover)
